Sl. No.,State,Facility No.,Facility Name/ Licensee,NJEMS PI/ Dep No./ID,Waste Type,Phone,Location,Municipality,City,Pincode,Owner/ Owner Type,Hours,Features,Latitude,Longitude,,,,,,,,,,,,,,,
,,120,MANCHESTER DEPT OF PUBLIC WORKS,316796,<Plastic & Other>,(978)726-3971,10 CENTRAL ST,MANCHESTER,MANCHESTER BY THE SEA,1944,Municipal,,,42.5796,-70.7674,,,,,,,,,,,,,,,
,,121,MARBLEHEAD BOARD OF HEALTH,172690,<Plastic & Other>,(781)631-0212,"7 WIDGER RD, MUNI BLDG",MARBLEHEAD,MARBLEHEAD,1945,Municipal,,,42.4984,-70.8653,,,,,,,,,,,,,,,
,,122,CARVER-MARION-WAREHAM DISTRICT,439067,<Plastic & Other>,(508)748-6554,PO BOX 477,MARION,WEST WAREHAM,2576,District,,,41.7796,-70.7642,,,,,,,,,,,,,,,
,,123,,596382,<Plastic & Other>,,,MARLBOROUGH,,,,,,0,0,,,,,,,,,,,,,,,
,,124,WASTE MANAGEMENT OF MA,173173,<Plastic & Other>,(413)275-1513 NA,26 PATRIOT PL,MARLBOROUGH,FOXBOROUGH,2035,Private,,,42.0649,-71.2441,,,,,,,,,,,,,,,
,,125,WECARE ENVIRONMENTAL LLC,378494,<Plastic & Other>,(508)480-9922,856 BOSTON POST ROAD EAST,MARLBOROUGH,MARLBOROUGH,1752,Private,,,42.3509,-71.5434,,,,,,,,,,,,,,,
,,126,MARSHFIELD DPW,299300,<Plastic & Other>,(781)834-5559,870 MORAINE ST,MARSHFIELD,MARSHFIELD,2050,Municipal,,,42.1062,-70.6993,,,,,,,,,,,,,,,
,,127,TOWN OF MASHPEE,296355,<Plastic & Other>,(508)539-1420,GREAT NECK RD NORTH,MASHPEE,MASHPEE,2649,Municipal,,,41.6181,-70.4854,,,,,,,,,,,,,,,
,,128,MATTAPOISETT BOH,331657,<Plastic & Other>,(508)758-4100 218,"PO BOX 434, 16 MAIN ST",MATTAPOISETT,MATTAPOISETT,2739,Municipal,,,41.6618,-70.8164,,,,,,,,,,,,,,,
,,129,TOWN OF MEDFIELD,173187,<Plastic & Other>,(508)359-8505 600,459 MAIN ST,MEDFIELD,MEDFIELD,2052,Municipal,,,42.1845,-71.3048,,,,,,,,,,,,,,,
,,130,WASTE MANAGEMENT OF MA INC,318665,<Plastic & Other>,(603)330-2164,26 PATRIOT PLACE,MELROSE,FOXBORO,2035,Private,,,42.0649,-71.2441,,,,,,,,,,,,,,,
,,131,CITY OF METHUEN,173278,<Plastic & Other>,(978)983-8545,41 PLEASANT ST,METHUEN,METHUEN,1844,Municipal,,,42.728,-71.181,,,,,,,,,,,,,,,
,,132,WASTE MANAGEMENT OF MA INC,440697,<Plastic & Other>,(508)549-8057,26 PATRIOT PL,MIDDLEBOROUGH,FOXBOROUGH,2035,Private,,,42.0649,-71.2441,,,,,,,,,,,,,,,
,,133,HILLTOWN RESOURCE MGMT CO-OP,313706,<Plastic & Other>,(413)268-3845,PO BOX 630,MIDDLEFIELD,WILLIAMSBURG,1096,District,,,42.4085,-72.778,,,,,,,,,,,,,,,
,,134,MIDDLETON DPW,280306,<Plastic & Other>,(978)777-0407,195 N MAIN ST,MIDDLETON,MIDDLETON,1949,Municipal,,,42.5942,-71.013,,,,,,,,,,,,,,,
,,135,MILLBURY DPW,173210,<Plastic & Other>,(508)865-0843,127 ELM ST,MILLBURY,MILLBURY,1527,Municipal,,,42.1968,-71.7644,,,,,,,,,,,,,,,
,,136,,575274,<Plastic & Other>,,,MILLBURY,,,,,,0,0,,,,,,,,,,,,,,,
,,137,WHEELABRATOR MILLBURY INC,325504,<Plastic & Other>,(508)791-8900 12,331 SW CUTOFF RD,MILLBURY,MILLBURY,1527,Private,,,42.1968,-71.7644,,,,,,,,,,,,,,,
,,138,MILLIS DPW,173262,<Plastic & Other>,(508)376-5424,7 WATER ST,MILLIS,MILLIS,2054,Municipal,,,42.1669,-71.3607,,,,,,,,,,,,,,,
,,139,TOWN OF MONROE,173191,<Plastic & Other>,(413)424-5271,3 C SCHOOL ST,MONROE,MONROE BRIDGE,1350,Municipal,,,42.7215,-72.9762,,,,,,,,,,,,,,,
,,140,,407357,<Plastic & Other>,,,MONTAGUE,,,,,,0,0,,,,,,,,,,,,,,,
,,141,TOWN OF MONTEREY,173192,<Plastic & Other>,(413)528-1734,40 GOULD RD,MONTEREY,MONTEREY,1245,Municipal,,,42.1867,-73.2065,,,,,,,,,,,,,,,
,,142,TOWN OF MOUNT WASHINGTON,287803,<Plastic & Other>,(413)528-1798,118 EAST ST,MOUNT WASHINGTON,MOUNT WASHINGTON,1258,Municipal,,,42.1012,-73.4566,,,,,,,,,,,,,,,
,,143,WASTE OPTIONS NANTUCKET LLC,303223,<Plastic & Other>,(215)595-4218,188 MADAKET RD,NANTUCKET,NANTUCKET,2554,Private,,,41.2725,-70.0932,,,,,,,,,,,,,,,
,,144,WASTE OPTIONS NANTUCKET LLC,457936,<Plastic & Other>,(215)595-4218,188 MADAKET RD,NANTUCKET,NANTUCKET,2554,Private,,,41.2725,-70.0932,,,,,,,,,,,,,,,
,,145,,531792,<Plastic & Other>,,,NANTUCKET,,,,,,0,0,,,,,,,,,,,,,,,
,,146,"WASTE OPTIONS NANTUCKET,LLC",173149,<Plastic & Other>,(215)595-4218,188 MADAKET ROAD,NEEDHAM,NANTUCKET,2554,Private,,,41.2725,-70.0932,,,,,,,,,,,,,,,
,,147,CITY OF NEW BEDFORD,319489,<Plastic & Other>,(508)991-6133,1103 SHAWMUT AVE,NEW BEDFORD,NEW BEDFORD,2719,Municipal,,,41.6409,-70.8896,,,,,,,,,,,,,,,
,,148,"NEW BEDFORD WASTE SERVICES, LLC",319953,<Plastic & Other>,(508)910-0002,1245 SHAWMUT AVE,NEW BEDFORD,NEW BEDFORD,2746,Private,,,41.66,-70.9324,,,,,,,,,,,,,,,
,,149,TOWN OF NEW MARLBOROUGH,258599,<Plastic & Other>,(413)229-8116,807 MILL RIVER-SOUTHFIELD RD,NEW MARLBOROUGH,MILL RIVER,01244-0099,Municipal,,,42.1228,-73.254,,,,,,,,,,,,,,,
,,150,FRANKLIN COUNTY SW MGMT DIST,173194,<Plastic & Other>,(413)772-2438,50 MILES ST,NEW SALEM,GREENFIELD,1301,District,,,42.6013,-72.6236,,,,,,,,,,,,,,,
,,151,NEWBURY BOARD OF HEALTH,371732,<Plastic & Other>,(978)465-0862 316,25 HIGH RD,NEWBURY,NEWBURY,1951,Municipal,,,42.7835,-70.8474,,,,,,,,,,,,,,,
,,152,NORFOLK DPW,255431,<Plastic & Other>,(508)528-4990,33 MEDWAY BRANCH,NORFOLK,NORFOLK,2056,Municipal,,,42.1177,-71.3269,,,,,,,,,,,,,,,
,,153,CITY OF NORTH ADAMS,329263,<Plastic & Other>,(413)662-3000 3235,10 MAIN ST,NORTH ADAMS,NORTH ADAMS,1247,Municipal,,,42.6955,-73.08,,,,,,,,,,,,,,,
,,154,THOMSON BROTHERS INDUSTRIES,291858,<Plastic & Other>,(978)686-2020,210 HOLT RD,NORTH ANDOVER,NORTH ANDOVER,1854,Private,,,42.6493,-71.3355,,,,,,,,,,,,,,,
,,155,TOWN OF NORTH ATTLEBOROUGH,364008,<Plastic & Other>,(508)699-0105,43 SOUTH WASHINGTON ST,NORTH ATTLEBOROUGH,NORTH ATTLEBOROUGH,2760,Municipal,,,41.9775,-71.3298,,,,,,,,,,,,,,,
,,156,NORTH BROOKFIELD BOH,173260,<Plastic & Other>,(508)867-0201,215 NORTH MAIN ST,NORTH BROOKFIELD,NORTH BROOKFIELD,1535,Municipal,,,42.2665,-72.0821,,,,,,,,,,,,,,,
,,157,VOLUME RECYCLING ASSOCIATES INC,174929,<Plastic & Other>,(413)695-7786,234 EASTHAMPTON ROAD,NORTHAMPTON,NOTHAMPTON,1060,Private,,,42.3223,-72.6313,,,,,,,,,,,,,,,
,,158,,542057,<Plastic & Other>,,,NORTHAMPTON,,,,,,0,0,,,,,,,,,,,,,,,
,,159,NORTHAMPTION DPW,40017,<Plastic & Other>,(413)587-1059,125 LOCUST STREET,NORTHAMPTON,NORTHAMPTON,01060-3167,Municipal,,,42.3223,-72.6313,,,,,,,,,,,,,,,
,,160,TJJ DEVELOPMENT CORP,294909,<Plastic & Other>,(508)234-2920,PO BOX 90,NORTHBRIDGE,WHITINSVILLE,1588,Private,,,42.1153,-71.6644,,,,,,,,,,,,,,,
,,161,FRANKLIN COUNTY SW MGMT DIST,173195,<Plastic & Other>,(413)772-2438,50 MILES ST,NORTHFIELD,GREENFIELD,1301,District,,,42.6013,-72.6236,,,,,,,,,,,,,,,
,,162,TOWN OF OAK BLUFFS,173263,<Plastic & Other>,(508)693-2187,347 COUNTY RD,OAK BLUFFS,OAK BLUFFS,2557,Municipal,,,41.4543,-70.562,,,,,,,,,,,,,,,
,,163,TISBURY DPW,271314,<Plastic & Other>,(508)696-5220,PO BOX 788,OAK BLUFFS,VINEYARD HAVEN,2568,Municipal,,,41.45,-70.5937,,,,,,,,,,,,,,,
,,164,TOWN OF ORANGE RECYCLING CTR,279423,<Plastic & Other>,(978)544-1118,"TOWN HALL, 6 PROSPECT ST",ORANGE,ORANGE,1364,Municipal,,,42.6129,-72.2924,,,,,,,,,,,,,,,
,,165,DANIELS RECYCLING COMPANY INC,379180,<Plastic & Other>,(508)255-7033,23 GIDDIAH HILL RD,ORLEANS,ORLEANS,2653,Private,,,41.7792,-69.9822,,,,,,,,,,,,,,,
,,166,ORLEANS HIGHWAY DEPT,319963,<Plastic & Other>,(508)240-3790,19 SCHOOL RD,ORLEANS,ORLEANS,2653,Municipal,,,41.7792,-69.9822,,,,,,,,,,,,,,,
,,167,OTIS BOARD OF HEALTH,173216,<Plastic & Other>,(413)269-0100 104,1 NORTH MAIN RD,OTIS,OTIS,1253,Municipal,,,42.1931,-73.0918,,,,,,,,,,,,,,,
,,168,"OXFORD TRANSFER STATION, LLC",290748,<Plastic & Other>,(207)653-4421,"110 MAIN STREET, SUITE 1308",OXFORD,SACO,4072,Private,,,43.5209,-70.4546,,,,,,,,,,,,,,,
,,169,ALLIED WASTE SYSTEMS INC,326369,<Plastic & Other>,(781)560-1371,320A CHARGER ST,PEABODY,REVERE,2151,Private,,,42.4138,-71.0052,,,,,,,,,,,,,,,
,,170,ALLIED WASTE SYSTEMS INC,326372,<Plastic & Other>,(781)560-1371,320A CHARGER ST,PEABODY,REVERE,2151,Private,,,42.4138,-71.0052,,,,,,,,,,,,,,,
,,171,PEMBROKE BOS,432489,<Plastic & Other>,(781)293-3844,100 CENTER ST,PEMBROKE,PEMBROKE,2359,Municipal,,,42.0621,-70.8044,,,,,,,,,,,,,,,
,,172,PEPPERELL HIWAY DEPT,266336,<Plastic & Other>,(978)433-5735,45 LOWELL RD,PEPPERELL,PEPPERELL,1463,Municipal,,,42.6689,-71.5934,,,,,,,,,,,,,,,
,,173,TOWN OF PERU,286523,<Plastic & Other>,(413)655-8224,"PO BOX 479, MAIN RD",PERU,PERU,1235,Municipal,,,42.4298,-73.0724,,,,,,,,,,,,,,,
,,174,TOWN OF PETERSHAM,172842,<Plastic & Other>,(978)724-0057,"PO BOX 486, 3 SOUTH MAIN ST",PETERSHAM,PETERSHAM,1366,Municipal,,,42.4898,-72.1893,,,,,,,,,,,,,,,
,,175,TOWN OF PHILLIPSTON,173177,<Plastic & Other>,(978)249-1735,50 THE COMMONS,PHILLIPSTON,PHILLIPSTON,1331,Municipal,,,42.5959,-72.2267,,,,,,,,,,,,,,,
,,176,HILLTOWN RESOURCE MGMT CO-OP,173197,<Plastic & Other>,(413)268-3845,PO BOX 630,PLAINFIELD,WILLIAMSBURG,1096,District,,,42.4085,-72.778,,,,,,,,,,,,,,,
,,177,PLYMOUTH DPW,274590,<Plastic & Other>,(508)747-1620 201,11 LINCOLN ST,PLYMOUTH,PLYMOUTH,2360,Municipal,,,41.9104,-70.642,,,,,,,,,,,,,,,
,,178,PLYMPTON HIGHWAY DEPT,172859,<Plastic & Other>,(781)589-3310,23 PALMER RD,PLYMPTON,PLYMPTON,2367,Municipal,,,41.9655,-70.8046,,,,,,,,,,,,,,,
,,179,PROVINCETOWN DPW,319156,<Plastic & Other>,(508)487-7060,26 ALDEN ST,PROVINCETOWN,PROVINCETOWN,2657,Municipal,,,42.0534,-70.1865,,,,,,,,,,,,,,,
,,180,WASTE MANAGEMENT OF MA,373036,<Plastic & Other>,(508)549-8057,26 PATRIOT PLACE- STE 300,RAYNHAM,FOXBOROUGH,2035,Private,,,42.0649,-71.2441,,,,,,,,,,,,,,,
,,181,RAYNHAM HIGHWAY DEPT,327752,<Plastic & Other>,(508)824-2718,1555 KING PHILIP ST,RAYNHAM,RAYNHAM,2767,Municipal,,,41.9324,-71.0469,,,,,,,,,,,,,,,
,,182,,605468,<Plastic & Other>,,,RAYNHAM,,,,,,0,0,,,,,,,,,,,,,,,
,,183,REHOBOTH SOLID WASTE DEPT,324088,<Plastic & Other>,(508)252-6987,148R PECK ST,REHOBOTH,REHOBOTH,2769,Municipal,,,41.8515,-71.2545,,,,,,,,,,,,,,,
,,184,SEMASS PARTNERSHIP,281379,<Plastic & Other>,(508)291-4436,141 CRANBERRY HWY,ROCHESTER,WEST WAREHAM,2576,Private,,,41.7796,-70.7642,,,,,,,,,,,,,,,
,,185,NEW BEDFORD WASTE SERVICES LLC,281845,<Plastic & Other>,(508)910-0002,1245 SHAWMUT AVE,ROCHESTER,NEW BEDFORD,2746,Private,,,41.66,-70.9324,,,,,,,,,,,,,,,
,,186,,522119,<Plastic & Other>,,,ROCHESTER,,,,,,0,0,,,,,,,,,,,,,,,
,,187,ROCKLAND BOH,289457,<Plastic & Other>,(781)871-0154 150,242 UNION ST,ROCKLAND,ROCKLAND,2370,Municipal,,,42.1293,-70.9133,,,,,,,,,,,,,,,
,,188,ROCKPORT DPW,173159,<Plastic & Other>,(978)546-3525,PO BOX 329,ROCKPORT,ROCKPORT,1966,Municipal,,,42.658,-70.6194,,,,,,,,,,,,,,,
,,189,FRANKLIN COUNTY SW MGMT DIST,173198,<Plastic & Other>,(413)772-2438,50 MILES ST,ROWE,GREENFIELD,1301,District,,,42.6013,-72.6236,,,,,,,,,,,,,,,
,,190,TOWN OF ROYALSTON,412357,<Plastic & Other>,(978)249-3617,PO BOX 102,ROYALSTON,ROYALSTON,1368,Municipal,,,42.6722,-72.1964,,,,,,,,,,,,,,,
,,191,TOWN OF RUSSELL,173254,<Plastic & Other>,(413)862-3265,65 MAIN ST,RUSSELL,RUSSELL,1071,Municipal,,,42.1471,-72.8403,,,,,,,,,,,,,,,
,,192,NORTHSIDE CARTING INC,173161,<Plastic & Other>,(978)686-2020,210 HOLT RD,SALEM,NORTH ANDOVER,1845,Private,,,42.6826,-71.109,,,,,,,,,,,,,,,
,,193,TOWN OF SANDISFIELD,173199,<Plastic & Other>,(413)258-4711,PO BOX 90,SANDISFIELD,SANDISFIELD,1255,Municipal,,,42.1094,-73.1163,,,,,,,,,,,,,,,
,,194,"NEW BEDFORD WASTE SVS, LLC SANDWICH DIV",308543,<Plastic & Other>,(508)910-0002,1245 SHAWMUT AVE,SANDWICH,NEW BEDFORD,2747,Private,,,41.6338,-70.9958,,,,,,,,,,,,,,,
,,195,NEW BEDFORD WASTE SVS LLC,513300,<Plastic & Other>,(508)910-0002,1245 SHAWMUT AVE,SANDWICH,NEW BEDFORD,2737,Private,,,0,0,,,,,,,,,,,,,,,
,,196,SANDWICH DPW,320726,<Plastic & Other>,(508)833-8002,500 RTE 130,SANDWICH,SANDWICH,2563,Municipal,,,41.7113,-70.4775,,,,,,,,,,,,,,,
,,197,CAVOSSA DISPOSAL CORP,329412,<Plastic & Other>,(508)563-5070,210 NATHAN ELLIS HIGHWAY,SANDWICH,EAST FALMOUTH,2536,Municipal,,,41.5968,-70.5671,,,,,,,,,,,,,,,
,,198,TOWN OF SAVOY,173259,<Plastic & Other>,(413)743-4290,720 MAIN RD,SAVOY,SAVOY,1256,Municipal,,,42.577,-73.0233,,,,,,,,,,,,,,,
,,199,SCITUATE DPW,314084,<Plastic & Other>,(781)545-8731,600 CHIEF JUSTICE CUSHING HWY,SCITUATE,SCITUATE,2066,Municipal,,,42.2032,-70.7525,,,,,,,,,,,,,,,
,,200,TOWN OF SHEFFIELD,173200,<Plastic & Other>,(413)229-7000 152,"PO BOX 325, 21 DEPOT SQ",SHEFFIELD,SHEFFIELD,1257,Municipal,,,42.1001,-73.3611,,,,,,,,,,,,,,,
,,201,TOWN OF SHERBORN,173160,<Plastic & Other>,(508)651-7850,19 WASHINGTON ST,SHERBORN,SHERBORN,1770,Municipal,,,42.2331,-71.3787,,,,,,,,,,,,,,,
,,202,SOMERSET HIGHWAY DEPARTMENT,172935,<Plastic & Other>,(508)646-2835,1263 BRAYTON POINT RD,SOMERSET,SOMERSET,2726,Municipal,,,41.756,-71.1492,,,,,,,,,,,,,,,
,,203,,544240,<Plastic & Other>,,,SOUTH HADLEY,,,,,,0,0,,,,,,,,,,,,,,,
,,204,TOWN OF SOUTHAMPTON,358468,<Plastic & Other>,(413)527-3666,"FOMER RD, PO BOX 379",SOUTHAMPTON,SOUTHAMPTON,1073,Municipal,,,42.2247,-72.7194,,,,,,,,,,,,,,,
,,205,SOUTHBOROUGH DPW,173179,<Plastic & Other>,(508)485-1210,147 CORDEVILLE RD,SOUTHBOROUGH,SOUTHBOROUGH,01772-1802,Municipal,,,42.2939,-71.532,,,,,,,,,,,,,,,
,,206,SOUTHBRIDGE RECYCLING & DISPOSAL PARK,312935,<Plastic & Other>,(774)364-1940,165 BAREFOOT RD,SOUTHBRIDGE,SOUTHBRIDGE,1550,Private,,,42.075,-72.0353,,,,,,,,,,,,,,,
,,207,SOUTHWICK DPW,173237,<Plastic & Other>,(413)569-3040,454 COLLEGE HIWY,SOUTHWICK,SOUTHWICK,01077-9800,Municipal,,,42.0511,-72.7706,,,,,,,,,,,,,,,
,,208,TOWN OF SPENCER,172953,<Plastic & Other>,(508)885-7525,3 OLD MEADOW ROAD,SPENCER,SPENCER,1562,Municipal,,,42.2441,-71.9906,,,,,,,,,,,,,,,
,,209,ALLIED WASTE SERVICES OF MA LLC,418670,<Plastic & Other>,(413)781-0425,44 ROSE ST,SPRINGFIELD,SPRINGFIELD,1104,Private,,,42.1288,-72.5778,,,,,,,,,,,,,,,
,,210,TOWN OF STOCKBRIDGE,173201,<Plastic & Other>,(413)298-4170,"50 MAIN ST, PO BOX 417",STOCKBRIDGE,STOCKBRIDGE,1262,Municipal,,,42.301,-73.3223,,,,,,,,,,,,,,,
,,211,STOUGHTON RECYCLING TECHNOLOGIES,172972,<Plastic & Other>,(781)341-9920,100 PAGE ST,STOUGHTON,STOUGHTON,2072,Private,,,42.1253,-71.1074,,,,,,,,,,,,,,,
,,212,STURBRIDGE BOARD OF HEALTH,356820,<Plastic & Other>,(508)347-2504,308 MAIN ST,STURBRIDGE,STURBRIDGE,1566,Municipal,,,42.1126,-72.0842,,,,,,,,,,,,,,,
,,213,SUDBURY DPW,318294,<Plastic & Other>,(978)443-2209 1390,275 OLD LANCASTER RD,SUDBURY,SUDBURY,1776,Municipal,,,42.3837,-71.4282,,,,,,,,,,,,,,,
,,214,TOWN OF SUTTON,292246,<Plastic & Other>,(508)865-8720,"MUNICIPAL CNTR, 4 UXBRIGE RD",SUTTON,SUTTON,1590,Municipal,,,42.1266,-71.7552,,,,,,,,,,,,,,,
,,215,NEW ENGLAND RECYCLING INC,301481,<Plastic & Other>,(508)822-4345,569 WINTHROP ST,TAUNTON,TAUNTON,2780,Private,,,41.905,-71.1026,,,,,,,,,,,,,,,
,,216,,586446,<Plastic & Other>,,,TAUNTON,,,,,,0,0,,,,,,,,,,,,,,,
,,217,TISBURY DPW,299613,<Plastic & Other>,(508)696-4220,PO BOX 788,TISBURY,VINEYARD HAVEN,2568,Municipal,,,41.45,-70.5937,,,,,,,,,,,,,,,
,,218,TOWN OF TOLLAND,173243,<Plastic & Other>,(413)258-4794,241 WEST GRANVILLE RD,TOLLAND,TOLLAND,1034,Municipal,,,42.1127,-72.952,,,,,,,,,,,,,,,
,,219,TOWN OF TRURO,186657,<Plastic & Other>,(508)349-2140,PO BOX 2030,TRURO,TRURO,2666,Municipal,,,41.9988,-70.0564,,,,,,,,,,,,,,,
,,220,TOWN OF TYRINGHAM,319145,<Plastic & Other>,(413)243-1749,"PO BOX 442, MAIN RD",TYRINGHAM,TYRINGHAM,1264,Municipal,,,42.22,-73.1979,,,,,,,,,,,,,,,
,,221,TOWN OF WALES,173023,<Plastic & Other>,(413)245-7571,"TOWN HALL, PO BOX 834",WALES,WALES,1081,Municipal,,,42.0627,-72.2046,,,,,,,,,,,,,,,
,,222,"TRI COUNTY RECYCLING, INC.",377540,<Plastic & Other>,(413)967-7046,198 EAST ST,WARE,WARE,1082,Private,,,42.2618,-72.2583,,,,,,,,,,,,,,,
,,223,TOWN OF WARREN,527161,<Plastic & Other>,(413)436-5701,"48 HIGH ST, PO BOX 478",WARREN,WARREN,1083,Municipal,,,42.204,-72.1994,,,,,,,,,,,,,,,
,,224,FRANKLIN COUNTY SW MGMT DIST,324061,<Plastic & Other>,(413)772-2438,50 MILES ST,WARWICK,GREENFIELD,1301,District,,,42.6013,-72.6236,,,,,,,,,,,,,,,
,,225,TOWN OF WASHINGTON,366776,<Plastic & Other>,(413)623-8878,"8 SUMMIT HILL RD, TOWN HALL",WASHINGTON,WASHINGTON,1223,Municipal,,,42.3594,-73.1203,,,,,,,,,,,,,,,
,,226,WAYLAND DPW,463945,<Plastic & Other>,(508)358-7910,484 BOSTON POST RD,WAYLAND,WAYLAND,1778,Municipal,,,42.3486,-71.3588,,,,,,,,,,,,,,,
,,227,LITTLE RIVER RECYCLING INC,40035,<Plastic & Other>,(508)987-1187,PO BOX 607,WEBSTER,WEBSTER,1570,Municipal,,,42.0521,-71.8486,,,,,,,,,,,,,,,
,,228,WELLESLEY DPW,173057,<Plastic & Other>,(781)235-7600 3340,169 GREAT PLAIN AVE,WELLESLEY,WELLESLEY,2481,Municipal,,,42.3106,-71.2747,,,,,,,,,,,,,,,
,,229,WELLFLEET DPW,173273,<Plastic & Other>,(508)349-0315,220 WEST MAIN ST,WELLFLEET,WELLFLEET,2667,Municipal,,,41.9289,-70.0186,,,,,,,,,,,,,,,
,,230,FRANKLIN COUNTY SW MGMT DIST,173247,<Plastic & Other>,(413)772-2438,50 MILES ST,WENDELL,GREENFIELD,1301,District,,,42.6013,-72.6236,,,,,,,,,,,,,,,
,,231,WEST BRIDGEWATER HIGHWAY DEPT,173064,<Plastic & Other>,(508)894-1216,63 NORTH MAIN ST,WEST BRIDGEWATER,WEST BRIDGEWATER,2379,Municipal,,,42.0255,-71.0161,,,,,,,,,,,,,,,
,,232,,527259,<Plastic & Other>,,,WEST SPRINGFIELD,,,,,,0,0,,,,,,,,,,,,,,,
,,233,TOWN OF WEST STOCKBRIDGE,173215,<Plastic & Other>,(413)232-0300,21 STATE LINE RD,WEST STOCKBRIDGE,WEST STOCKBRIDGE,1266,Municipal,,,42.3348,-73.3825,,,,,,,,,,,,,,,
,,234,MARTHAS VINEYARD REFUSE DIST,305265,<Plastic & Other>,(508)627-4501,750 WEST TISBURY RD,WEST TISBURY,EDGARTOWN,2539,Municipal,,,41.3889,-70.5339,,,,,,,,,,,,,,,
,,235,EL HARVEY & SONS,12,<Plastic & Other>,(508)836-3000,68 HOPKINTON RD,WESTBOROUGH,WESTBOROUGH,1581,Private,,,42.2679,-71.6176,,,,,,,,,,,,,,,
,,236,EL HARVEY & SONS INC,173212,<Plastic & Other>,(508)836-3000,68 HOPKINTON RD,WESTBOROUGH,WESTBOROUGH,1518,Private,,,42.1228,-72.1178,,,,,,,,,,,,,,,
,,237,WESTFIELD HEALTH DEPT,331306,<Plastic & Other>,(413)572-6210,59 COURT ST,WESTFIELD,WESTFIELD,1085,Municipal,,,42.1251,-72.7495,,,,,,,,,,,,,,,
,,238,HILLTOWN RESOURCE MGMT CO-OP,318020,<Plastic & Other>,(413)268-3845,PO BOX 630,WESTHAMPTON,WILLIAMSBURG,1096,District,,,42.4085,-72.778,,,,,,,,,,,,,,,
,,239,RESOURCE CONTROL INC (WMI),394210,<Plastic & Other>,(413)275-1513,600 NEW LUDLOW ROAD,WESTMINSTER,SOUTH HADLEY,1075,Private,,,42.2375,-72.5811,,,,,,,,,,,,,,,
,,240,RESOURCE CONTROL INC (WMI),392728,<Plastic & Other>,(978)355-6821,99 BARRE DEPOT RD,WESTMINSTER,BARRE,1005,Private,,,42.4097,-72.1084,,,,,,,,,,,,,,,
,,241,WESTON DPW,173163,<Plastic & Other>,(781)893-1263,190 BOSTON POST RD BY-PASS,WESTON,WESTON,2493,Municipal,,,42.3589,-71.3001,,,,,,,,,,,,,,,
,,242,TOWN OF WESTPORT,318225,<Plastic & Other>,(508)636-1015,856 MAIN RD,WESTPORT,WESTPORT,2790,Municipal,,,41.6211,-71.089,,,,,,,,,,,,,,,
,,243,WHATELY WASTE MGMT COMMITTEE,280294,<Plastic & Other>,(413)665-4561,C/O 19 POPLAR HILL RD,WHATELY,HAYDENVILLE,1093,Municipal,,,42.4427,-72.6525,,,,,,,,,,,,,,,
,,244,CEE JAY REALTY TRUST,321802,<Plastic & Other>,(781)447-0137,106 ESSEX ST,WHITMAN,WHITMAN,2382,Private,,,42.0816,-70.9381,,,,,,,,,,,,,,,
,,245,WASTE MANAGEMENT OF MA,291801,<Plastic & Other>,(860)746-3200,120 OLD BOSTON RD,WILBRAHAM,WILBRAHAM,1095,Private,,,42.1245,-72.4464,,,,,,,,,,,,,,,
,,246,WILBRAHAM DPW,173249,<Plastic & Other>,(413)596-2800 208,"TOWN HALL, 240 SPRINGFIELD ST",WILBRAHAM,WILBRAHAM,1095,Municipal,,,42.1245,-72.4464,,,,,,,,,,,,,,,
,,247,HILLTOWN RESOURCE MGMT CO-OP,280304,<Plastic & Other>,(413)268-3845,PO BOX 630,WILLIAMSBURG,WILLIAMSBURG,1096,District,,,42.4085,-72.778,,,,,,,,,,,,,,,
,,248,TOWN OF WILLIAMSTOWN,368005,<Plastic & Other>,(413)458-5159,675 SIMONDS RD,WILLIAMSTOWN,WILLIAMSTOWN,1267,Municipal,,,42.7089,-73.2036,,,,,,,,,,,,,,,
,,249,TOWN OF WINCHENDON,359934,<Plastic & Other>,(978)297-0170,109 FRONT ST,WINCHENDON,WINCHENDON,1475,Municipal,,,42.6789,-72.0475,,,,,,,,,,,,,,,
,,250,TOWN OF WINCHESTER,173111,<Plastic & Other>,(781)721-7178,15 LAKE ST,WINCHESTER,WINCHESTER,1890,Municipal,,,42.453,-71.1441,,,,,,,,,,,,,,,
,,251,TOWN OF WINDSOR,173275,<Plastic & Other>,(413)684-3811,"1890 RTE 9, STE 1",WINDSOR,WINDSOR,1270,Municipal,,,42.515,-73.0412,,,,,,,,,,,,,,,
,,252,,511231,<Plastic & Other>,,,WORCESTER,,,,,,0,0,,,,,,,,,,,,,,,
,,253,HILLTOWN RESOURCE MGMT CO-OP,173238,<Plastic & Other>,(413)268-3845,PO BOX 630,WORTHINGTON,WILLIAMSBURG,1096,District,,,42.4085,-72.778,,,,,,,,,,,,,,,
,,254,COVANTA COMPANY OF SEMASS LLC,329275,<Plastic & Other>,(508)291-4436,141 CRANBERRY HIGHWAY,YARMOUTH,WEST WAREHAM,2576,Municipal,,,41.7796,-70.7642,,,,,,,,,,,,,,,
,,255,TOWN OF YARMOUTH DPW,266530,<Plastic & Other>,(508)398-2231 1515,597 FOREST RD,YARMOUTH,SOUTH YARMOUTH,2664,Municipal,,,41.6739,-70.1949,,,,,,,,,,,,,,,
